# origin; destination; customers
64; 136; 3
64; 137; 1
64; 138; 1
64; 139; 259
65; 1; 94
65; 2; 591
65; 3; 3
65; 4; 1
65; 5; 3
65; 6; 1
65; 7; 3
65; 8; 26
65; 9; 2
65; 10; 3
65; 11; 60
65; 12; 6766
65; 13; 21
65; 14; 3
65; 15; 2723
65; 16; 12
65; 17; 4
65; 18; 346
65; 19; 1
65; 20; 164
65; 21; 42
65; 22; 5
65; 23; 10
65; 24; 88
65; 25; 2
65; 26; 1
65; 28; 11
65; 29; 59
65; 30; 72
65; 31; 1
65; 32; 43
65; 33; 38
65; 34; 8
65; 35; 8
65; 36; 1
65; 37; 5
65; 38; 4
65; 39; 4
65; 40; 12
65; 41; 714
65; 42; 11
65; 43; 13
65; 44; 1224
65; 45; 52
65; 46; 6
65; 47; 8
65; 50; 30
65; 51; 10
65; 52; 6
65; 53; 5
65; 54; 16
65; 56; 116
65; 58; 46
65; 59; 10
65; 60; 5
65; 61; 211
65; 62; 21
65; 63; 43
65; 64; 24
65; 66; 1
65; 67; 51
65; 68; 10
65; 69; 14
65; 70; 38
65; 71; 49
65; 72; 167
65; 73; 217
65; 75; 88
65; 76; 600
65; 78; 1337
65; 79; 8345
65; 80; 16
65; 81; 733
65; 83; 2405
65; 84; 19
65; 85; 203
65; 86; 770
65; 87; 23
65; 88; 1
65; 89; 30
65; 90; 1
65; 91; 21
65; 92; 13
65; 93; 286
65; 94; 5
65; 95; 1
65; 96; 32
65; 97; 8
65; 98; 21
65; 99; 27
65; 100; 2
65; 101; 5
65; 102; 5
65; 103; 172
65; 104; 614
65; 105; 20
65; 106; 76
65; 109; 428
65; 110; 55
65; 111; 4
65; 112; 9
65; 113; 14
65; 114; 7
65; 115; 35
65; 116; 7
65; 117; 30
65; 118; 444
65; 119; 7
65; 120; 2
65; 121; 10
65; 122; 6
65; 123; 3488
65; 124; 223
65; 125; 3
65; 126; 9
65; 127; 16
65; 128; 20
65; 129; 130
65; 130; 1
65; 131; 4
65; 132; 29
65; 133; 3210
65; 134; 15
65; 135; 13
65; 136; 79
65; 137; 70
65; 138; 72
65; 139; 12567
65; 140; 4
66; 1; 1
66; 8; 1
66; 11; 1
66; 12; 1
66; 13; 4
66; 15; 3
66; 16; 2
66; 20; 1
66; 30; 1
66; 36; 1
66; 65; 1
66; 72; 2
66; 73; 3
66; 85; 1
66; 89; 1
66; 96; 1
66; 110; 1
66; 118; 1
66; 124; 1
66; 129; 2
66; 132; 1
66; 136; 1
66; 138; 1
66; 139; 8
67; 1; 2345
67; 2; 8
67; 3; 2
67; 5; 1
67; 6; 1
67; 7; 2
67; 8; 27
67; 9; 13
67; 10; 1
67; 11; 756
67; 12; 687
67; 13; 5
67; 14; 2
67; 15; 796
67; 16; 6
67; 17; 5
67; 18; 40
67; 20; 5
67; 21; 962
67; 22; 7
67; 23; 14
67; 24; 26
67; 25; 1
67; 29; 18
67; 30; 67
67; 31; 1
67; 32; 34
67; 33; 317
67; 34; 9
67; 35; 10
67; 36; 1
67; 37; 4
67; 38; 3
67; 39; 6
67; 40; 26
67; 41; 9
67; 42; 122
67; 43; 19
67; 44; 7
67; 45; 1
67; 46; 2
67; 47; 3
67; 50; 6
67; 51; 8
67; 52; 8
67; 53; 2
67; 54; 11
67; 56; 43
67; 58; 3
67; 59; 22
67; 60; 3
67; 61; 21
67; 62; 4
67; 63; 86
67; 64; 11
67; 65; 51
67; 70; 1
67; 71; 72
67; 72; 56
67; 73; 660
67; 75; 10
67; 76; 19
67; 77; 1
67; 78; 3
67; 79; 3
67; 80; 11
67; 81; 61
67; 83; 21
67; 84; 19
67; 85; 1300
67; 86; 1
67; 87; 23
67; 88; 1
67; 89; 29
67; 91; 37
67; 92; 23
67; 93; 4
67; 94; 2
67; 95; 1
67; 96; 34
67; 98; 25
67; 99; 121
67; 100; 2
67; 101; 5
67; 102; 6
67; 103; 14
67; 104; 33
67; 105; 25
67; 106; 29
67; 109; 9
67; 110; 94
67; 111; 1
67; 112; 6
67; 113; 10
67; 114; 51
67; 115; 172
67; 116; 3
67; 117; 24
67; 118; 23
67; 119; 6
67; 120; 1
67; 121; 16
67; 122; 5
67; 123; 5
67; 124; 38
67; 125; 4
67; 126; 20
67; 127; 38
67; 128; 42
67; 129; 292
67; 130; 1
67; 131; 2
67; 132; 47
67; 133; 40
67; 134; 30
67; 135; 102
67; 136; 156
67; 137; 27
67; 138; 242
67; 139; 2552
67; 140; 40
68; 1; 1
68; 12; 6
68; 15; 37
68; 18; 16
68; 32; 1
68; 41; 8
68; 56; 1
68; 61; 39
68; 63; 1
68; 65; 10
68; 73; 2
68; 78; 1
68; 81; 239
68; 83; 1
68; 85; 2
68; 86; 1
68; 93; 1
68; 104; 1
68; 106; 2
68; 118; 3
68; 123; 2
68; 124; 1
68; 129; 1
68; 133; 8
69; 1; 1
69; 2; 1
69; 12; 10
69; 15; 59
69; 18; 29
69; 20; 1
69; 32; 2
69; 41; 11
69; 44; 1
69; 56; 1
69; 61; 119
69; 63; 1
69; 65; 14
69; 73; 4
69; 78; 2
69; 80; 1
69; 81; 305
69; 83; 1
69; 85; 3
69; 86; 1
69; 93; 1
69; 99; 1
69; 104; 1
69; 106; 3
69; 110; 1
69; 115; 1
69; 118; 5
69; 123; 3
69; 124; 1
69; 129; 1
69; 133; 9
70; 1; 1
70; 2; 7
70; 8; 3
70; 11; 1
70; 12; 14
70; 13; 4
70; 15; 95
70; 16; 1
70; 18; 5
70; 20; 52
70; 21; 3
70; 22; 1
70; 24; 3
70; 29; 3
70; 30; 3
70; 32; 1
70; 33; 3
70; 34; 1
70; 35; 1
70; 40; 1
70; 41; 8
70; 42; 1
70; 44; 13
70; 51; 1
70; 56; 13
70; 58; 1
70; 59; 1
70; 61; 2
70; 62; 1
70; 63; 3
70; 65; 38
70; 67; 1
70; 71; 1
70; 72; 10
70; 73; 25
70; 75; 1
70; 76; 16
70; 78; 4
70; 79; 2
70; 80; 1
70; 81; 8
70; 83; 4
70; 85; 15
70; 86; 1
70; 89; 3
70; 92; 1
70; 93; 1
70; 98; 1
70; 99; 2
70; 103; 231
70; 104; 88
70; 106; 1
70; 109; 6
70; 110; 4
70; 113; 1
70; 115; 3
70; 117; 3
70; 118; 23
70; 121; 1
70; 123; 5
70; 124; 145
70; 126; 1
70; 127; 1
70; 128; 2
70; 129; 11
70; 132; 3
70; 133; 6
70; 134; 1
70; 136; 8
70; 138; 6
70; 139; 61
71; 1; 241
71; 2; 2
71; 5; 1
71; 7; 1
71; 8; 12
71; 10; 1
71; 11; 60
71; 12; 4992
71; 13; 3
71; 15; 828
71; 17; 1
71; 18; 92
71; 20; 5
71; 21; 61
71; 22; 2
71; 23; 1
71; 29; 1
71; 30; 5
71; 32; 39
71; 33; 9
71; 34; 1
71; 35; 1
71; 38; 1
71; 39; 1
71; 40; 8
71; 41; 15
71; 42; 63
71; 43; 119
71; 44; 3
71; 47; 1
71; 50; 17
71; 51; 1
71; 52; 1
71; 53; 1
71; 54; 20
71; 56; 7
71; 59; 3
71; 60; 1
71; 61; 7
71; 62; 3
71; 63; 74
71; 64; 93
71; 65; 49
71; 67; 72
71; 70; 1
71; 72; 3
71; 73; 114
71; 75; 21
71; 76; 2
71; 78; 5
71; 80; 15
71; 81; 22
71; 83; 3
71; 84; 60
71; 85; 1041
71; 86; 1
71; 87; 6
71; 89; 8
71; 91; 629
71; 92; 4
71; 93; 1
71; 94; 1
71; 96; 7
71; 98; 3
71; 99; 21
71; 100; 1
71; 101; 2
71; 102; 2
71; 103; 2
71; 104; 3
71; 105; 355
71; 106; 77
71; 109; 1
71; 110; 16
71; 111; 1
71; 113; 5
71; 114; 61
71; 115; 35
71; 117; 4
71; 118; 27
71; 121; 4
71; 122; 3
71; 123; 7
71; 124; 6
71; 126; 4
71; 127; 8
71; 128; 10
71; 129; 75
71; 131; 2
71; 132; 9
71; 133; 8
71; 134; 4
71; 136; 15
71; 137; 4
71; 138; 5
71; 139; 603
72; 1; 90
72; 2; 18
72; 3; 5
72; 4; 3
72; 5; 6
72; 6; 2
72; 7; 1
72; 8; 57
72; 9; 1
72; 10; 2
72; 11; 74
72; 12; 158
72; 13; 1985
72; 14; 5
72; 15; 483
72; 16; 73
72; 17; 10
72; 18; 12
72; 19; 5
72; 20; 145
72; 21; 47
72; 22; 13
72; 23; 16
72; 24; 7
72; 25; 384
72; 26; 7
72; 29; 1048
72; 30; 131
72; 31; 1
72; 32; 12
72; 33; 52
72; 34; 11
72; 35; 15
72; 36; 4
72; 37; 8
72; 38; 9
72; 39; 10
72; 40; 23
72; 41; 49
72; 42; 10
72; 44; 85
72; 45; 1
72; 46; 104
72; 47; 1
72; 50; 1
72; 51; 15
72; 52; 9
72; 54; 1
72; 56; 50
72; 58; 1
72; 59; 14
72; 61; 14
72; 62; 58
72; 63; 30
72; 64; 2
72; 65; 167
72; 66; 2
72; 67; 56
72; 70; 10
72; 71; 3
72; 73; 352
72; 75; 2
72; 76; 25
72; 78; 4
72; 79; 4
72; 80; 6
72; 81; 46
72; 83; 24
72; 84; 12
72; 85; 165
72; 86; 1
72; 87; 2
72; 88; 3
72; 89; 71
72; 90; 1
72; 91; 1
72; 92; 21
72; 93; 5
72; 94; 10
72; 95; 2
72; 96; 56
72; 97; 19
72; 98; 47
72; 99; 34
72; 101; 14
72; 102; 12
72; 103; 29
72; 104; 49
72; 106; 36
72; 109; 15
72; 110; 107
72; 111; 6
72; 112; 24
72; 113; 3
72; 114; 6
72; 115; 38
72; 116; 217
72; 117; 54
72; 118; 120
72; 119; 15
72; 120; 3
72; 121; 27
72; 122; 13
72; 123; 6
72; 124; 146
72; 125; 6
72; 126; 23
72; 127; 31
72; 128; 44
72; 129; 224
72; 130; 2
72; 132; 59
72; 133; 29
72; 134; 36
72; 135; 2
72; 136; 148
72; 138; 112
72; 139; 1110
72; 140; 1
73; 1; 938
73; 2; 38
73; 3; 17
73; 4; 24
73; 5; 18
73; 6; 5
73; 7; 14
73; 8; 1663
73; 9; 112
73; 10; 14
73; 11; 639
73; 12; 924
73; 13; 53
73; 14; 11
73; 15; 3536
73; 16; 44
73; 17; 95
73; 18; 308
73; 19; 4
73; 20; 248
73; 21; 398
73; 22; 208
73; 23; 65
73; 24; 261
73; 25; 6
73; 26; 2
73; 27; 1
73; 28; 2
73; 29; 107
73; 30; 382
73; 31; 119
73; 32; 74
73; 33; 560
73; 34; 201
73; 35; 147
73; 36; 7
73; 37; 20
73; 38; 26
73; 39; 114
73; 40; 87
73; 41; 208
73; 42; 72
73; 43; 64
73; 44; 74
73; 45; 4
73; 46; 16
73; 47; 11
73; 48; 8
73; 50; 29
73; 51; 94
73; 52; 30
73; 53; 7
73; 54; 72
73; 56; 381
73; 58; 24
73; 59; 60
73; 60; 729
73; 61; 70
73; 62; 119
73; 63; 266
73; 64; 46
73; 65; 217
73; 66; 3
73; 67; 660
73; 68; 2
73; 69; 4
73; 70; 25
73; 71; 114
73; 72; 352
73; 74; 293
73; 75; 53
73; 76; 95
73; 77; 165
73; 78; 39
73; 79; 34
73; 80; 26
73; 81; 217
73; 82; 13
73; 83; 85
73; 84; 83
73; 85; 1542
73; 86; 12
73; 87; 417
73; 88; 5
73; 89; 472
73; 90; 3
73; 91; 49
73; 92; 74
73; 93; 18
73; 94; 28
73; 95; 24
73; 96; 3531
73; 97; 26
73; 98; 131
73; 99; 182
73; 100; 20
73; 101; 202
73; 102; 62
73; 103; 84
73; 104; 180
73; 105; 95
73; 106; 190
73; 109; 43
73; 110; 345
73; 111; 18
73; 112; 30
73; 113; 1693
73; 114; 39
73; 115; 1208
73; 116; 19
73; 117; 686
73; 118; 739
73; 119; 35
73; 120; 7
73; 121; 111
73; 122; 39
73; 123; 55
73; 124; 259
73; 125; 22
73; 126; 83
73; 127; 109
73; 128; 149
73; 129; 1198
73; 130; 65
73; 131; 15
73; 132; 647
73; 133; 156
73; 134; 174
73; 135; 149
73; 136; 4126
73; 137; 1094
73; 138; 855
73; 139; 11018
73; 140; 61
74; 8; 1
74; 15; 1
74; 73; 293
74; 85; 1
74; 96; 2
74; 136; 2
74; 139; 2
75; 1; 24
75; 2; 3
75; 8; 5
75; 11; 9
75; 12; 231
75; 13; 2
75; 15; 2337
75; 17; 1
75; 18; 2685
75; 20; 5
75; 21; 8
75; 22; 1
75; 23; 1
75; 28; 1
75; 29; 1
75; 30; 3
75; 32; 24
75; 33; 2
75; 34; 1
75; 35; 1
75; 39; 1
75; 40; 2
75; 41; 68
75; 42; 4
75; 43; 2
75; 44; 13
75; 50; 92
75; 54; 13
75; 56; 10
75; 59; 1
75; 61; 23
75; 62; 1
75; 63; 27
75; 64; 12
75; 65; 88
75; 67; 10
75; 70; 1
75; 71; 21
75; 72; 2
75; 73; 53
75; 76; 2
75; 78; 9
75; 80; 22
75; 81; 104
75; 83; 5
75; 84; 13
75; 85; 86
75; 86; 3
75; 87; 2
75; 89; 3
75; 91; 7
75; 92; 1
75; 93; 3
75; 94; 1
75; 96; 3
75; 98; 1
75; 99; 5
75; 101; 1
75; 102; 1
75; 103; 3
75; 104; 5
75; 105; 3
75; 106; 110
75; 109; 2
75; 110; 6
75; 113; 3
75; 114; 2
75; 115; 12
75; 117; 1
75; 118; 60
75; 121; 2
75; 122; 1
75; 123; 13
75; 124; 7
75; 126; 1
75; 127; 2
75; 128; 3
75; 129; 19
75; 131; 2
75; 132; 3
75; 133; 17
75; 134; 2
75; 136; 5
75; 137; 1
75; 138; 1
75; 139; 150
76; 1; 33
76; 2; 235
76; 5; 1
76; 8; 12
76; 11; 23
76; 12; 79
76; 13; 14
76; 15; 416
76; 16; 2
76; 17; 2
76; 18; 15
76; 20; 60
76; 21; 15
76; 22; 2
76; 23; 2
76; 24; 7
76; 25; 2
76; 29; 9
76; 30; 11
76; 31; 1
76; 32; 8
76; 33; 15
76; 34; 2
76; 35; 2
76; 37; 1
76; 38; 2
76; 39; 2
76; 40; 5
76; 41; 73
76; 42; 4
76; 43; 4
76; 44; 253
76; 45; 2
76; 46; 1
76; 50; 1
76; 51; 2
76; 52; 1
76; 54; 1
76; 56; 27
76; 58; 2
76; 59; 3
76; 61; 15
76; 62; 6
76; 63; 14
76; 64; 1
76; 65; 600
76; 67; 19
76; 70; 16
76; 71; 2
76; 72; 25
76; 73; 95
76; 75; 2
76; 78; 52
76; 79; 20
76; 80; 4
76; 81; 56
76; 83; 72
76; 84; 6
76; 85; 69
76; 86; 33
76; 87; 10
76; 89; 13
76; 91; 1
76; 92; 4
76; 93; 11
76; 94; 2
76; 96; 14
76; 97; 1
76; 98; 5
76; 99; 9
76; 101; 2
76; 102; 2
76; 103; 76
76; 104; 396
76; 105; 7
76; 106; 22
76; 109; 630
76; 110; 18
76; 111; 1
76; 112; 1
76; 113; 1
76; 114; 2
76; 115; 13
76; 116; 2
76; 117; 13
76; 118; 99
76; 119; 1
76; 121; 5
76; 122; 2
76; 123; 243
76; 124; 90
76; 125; 1
76; 126; 4
76; 127; 6
76; 128; 9
76; 129; 53
76; 130; 1
76; 132; 12
76; 133; 56
76; 134; 5
76; 135; 1
76; 136; 34
76; 138; 29
76; 139; 279
77; 1; 1
77; 8; 3
77; 11; 1
77; 12; 1
77; 15; 2
77; 67; 1
77; 73; 165
77; 85; 1
77; 89; 1
77; 96; 4
77; 115; 1
77; 129; 1
77; 132; 1
77; 136; 4
77; 139; 2
78; 1; 7
78; 2; 573
78; 8; 3
78; 11; 4
78; 12; 52
78; 13; 4
78; 15; 551
78; 18; 51
78; 20; 15
78; 21; 3
78; 22; 1
78; 23; 1
78; 24; 15
78; 28; 1
78; 29; 1
78; 30; 14
78; 32; 7
78; 33; 1
78; 34; 1
78; 35; 1
78; 39; 1
78; 40; 1
78; 41; 72
78; 42; 1
78; 44; 108
78; 45; 5
78; 46; 1
78; 50; 3
78; 51; 1
78; 52; 1
78; 54; 2
78; 56; 11
78; 58; 7
78; 59; 1
78; 61; 27
78; 62; 2
78; 63; 5
78; 64; 3
78; 65; 1337
78; 67; 3
78; 68; 1
78; 69; 2
78; 70; 4
78; 71; 5
78; 72; 4
78; 73; 39
78; 75; 9
78; 76; 52
78; 79; 117
78; 80; 2
78; 81; 103
78; 83; 45
78; 84; 2
78; 85; 32
78; 86; 169
78; 87; 1
78; 89; 2
78; 91; 2
78; 92; 2
78; 93; 20
78; 94; 1
78; 96; 1
78; 98; 4
78; 99; 4
78; 101; 1
78; 103; 16
78; 104; 49
78; 105; 1
78; 106; 11
78; 109; 60
78; 110; 10
78; 112; 2
78; 113; 2
78; 114; 1
78; 115; 5
78; 117; 1
78; 118; 53
78; 121; 1
78; 122; 1
78; 123; 4272
78; 124; 22
78; 126; 1
78; 127; 2
78; 128; 3
78; 129; 10
78; 132; 2
78; 133; 66
78; 134; 2
78; 135; 2
78; 136; 13
78; 138; 1
78; 139; 113
78; 140; 1
79; 1; 7
79; 2; 38
79; 8; 3
79; 11; 4
79; 12; 48
79; 13; 2
79; 15; 239
79; 18; 53
79; 20; 11
79; 21; 3
79; 22; 1
79; 23; 1
79; 29; 1
79; 30; 4
79; 32; 5
79; 33; 1
79; 34; 1
79; 35; 1
79; 39; 1
79; 40; 1
79; 41; 56
79; 42; 1
79; 44; 62
79; 51; 1
79; 52; 1
79; 56; 9
79; 59; 1
79; 61; 18
79; 62; 2
79; 63; 5
79; 65; 8345
79; 67; 3
79; 70; 2
79; 72; 4
79; 73; 34
79; 76; 20
79; 78; 117
79; 80; 3
79; 81; 62
79; 83; 290
79; 84; 2
79; 85; 20
79; 86; 57
79; 87; 1
79; 89; 2
79; 92; 2
79; 93; 16
79; 94; 1
79; 96; 1
79; 98; 2
79; 99; 4
79; 101; 1
79; 103; 8
79; 104; 22
79; 105; 1
79; 106; 10
79; 109; 21
79; 110; 7
79; 114; 1
79; 115; 5
79; 117; 1
79; 118; 38
79; 121; 1
79; 122; 1
79; 123; 250
79; 124; 15
79; 126; 2
79; 127; 3
79; 128; 3
79; 129; 10
79; 132; 2
79; 133; 169
79; 134; 2
79; 136; 2
79; 138; 1
79; 139; 4
80; 1; 11
80; 2; 2
80; 8; 3
80; 11; 10
80; 12; 192
80; 13; 1
80; 15; 449
80; 16; 1
80; 18; 210
80; 20; 2
80; 21; 8
80; 23; 1
80; 24; 30
80; 29; 2
80; 30; 5
80; 32; 215
80; 33; 6
80; 34; 1
80; 35; 1
80; 40; 1
80; 41; 11
80; 42; 3
80; 43; 1
80; 44; 5
80; 50; 54
80; 51; 1
80; 54; 7
80; 56; 7
80; 58; 5
80; 59; 1
80; 61; 16
80; 62; 1
80; 63; 20
80; 64; 30
80; 65; 16
80; 67; 11
80; 69; 1
80; 70; 1
80; 71; 15
80; 72; 6
80; 73; 26
80; 75; 22
80; 76; 4
80; 78; 2
80; 79; 3
80; 81; 43
80; 83; 6
80; 84; 14
80; 85; 75
80; 86; 1
80; 87; 1
80; 89; 3
80; 91; 5
80; 92; 1
80; 93; 2
80; 96; 1
80; 98; 2
80; 99; 4
80; 103; 3
80; 104; 7
80; 105; 2
80; 106; 106
80; 109; 2
80; 110; 5
80; 113; 1
80; 114; 2
80; 115; 7
80; 117; 4
80; 118; 14
80; 121; 1
80; 123; 4
80; 124; 6
80; 126; 1
80; 127; 2
80; 128; 2
80; 129; 15
80; 131; 1
80; 132; 3
80; 133; 17
80; 134; 1
80; 135; 5
80; 136; 9
80; 138; 9
80; 139; 90
80; 140; 1
81; 1; 120
81; 2; 34
81; 3; 1
81; 4; 1
81; 5; 2
81; 7; 1
81; 8; 23
81; 9; 1
81; 10; 1
81; 11; 67
81; 12; 435
81; 13; 12
81; 14; 1
81; 15; 3352
81; 16; 4
81; 17; 4
81; 18; 1686
81; 20; 43
81; 21; 49
81; 22; 4
81; 23; 4
81; 24; 100
81; 25; 1
81; 28; 140
81; 29; 16
81; 30; 26
81; 31; 1
81; 32; 73
81; 33; 40
81; 34; 4
81; 35; 3
81; 37; 2
81; 38; 3
81; 39; 3
81; 40; 11
81; 41; 763
81; 42; 14
81; 43; 18
81; 44; 151
81; 45; 3
81; 46; 2
81; 47; 1
81; 50; 26
81; 51; 4
81; 52; 3
81; 54; 29
81; 56; 49
81; 58; 166
81; 59; 6
81; 61; 1325
81; 62; 9
81; 63; 69
81; 64; 24
81; 65; 733
81; 67; 61
81; 68; 239
81; 69; 305
81; 70; 8
81; 71; 22
81; 72; 46
81; 73; 217
81; 75; 104
81; 76; 56
81; 78; 103
81; 79; 62
81; 80; 43
81; 83; 102
81; 84; 33
81; 85; 288
81; 86; 43
81; 87; 20
81; 89; 26
81; 91; 8
81; 92; 7
81; 93; 60
81; 94; 3
81; 95; 1
81; 96; 32
81; 97; 3
81; 98; 8
81; 99; 23
81; 101; 5
81; 102; 4
81; 103; 32
81; 104; 86
81; 105; 30
81; 106; 167
81; 109; 31
81; 110; 33
81; 111; 2
81; 112; 3
81; 113; 5
81; 114; 10
81; 115; 41
81; 116; 2
81; 117; 30
81; 118; 248
81; 119; 2
81; 120; 1
81; 121; 8
81; 122; 5
81; 123; 164
81; 124; 55
81; 125; 1
81; 126; 7
81; 127; 13
81; 128; 17
81; 129; 124
81; 130; 1
81; 131; 1
81; 132; 26
81; 133; 726
81; 134; 9
81; 135; 9
81; 136; 76
81; 137; 72
81; 138; 72
81; 139; 690
81; 140; 2
82; 12; 1
82; 15; 2
82; 31; 12
82; 73; 13
82; 113; 4
82; 130; 1
82; 136; 1
82; 139; 2
83; 1; 37
83; 2; 64
83; 5; 1
83; 8; 10
83; 11; 25
83; 12; 108
83; 13; 10
83; 15; 440
83; 16; 2
83; 17; 2
83; 18; 32
83; 20; 25
83; 21; 17
83; 22; 2
83; 23; 2
83; 24; 11
83; 25; 1
83; 28; 2
83; 29; 9
83; 30; 10
83; 32; 11
83; 33; 16
83; 34; 2
83; 35; 2
83; 37; 1
83; 38; 2
83; 39; 1
83; 40; 5
83; 41; 86
83; 42; 5
83; 44; 4386
83; 45; 68
83; 46; 1
83; 50; 2
83; 51; 1
83; 52; 1
83; 54; 1
83; 56; 18
83; 58; 5
83; 59; 3
83; 61; 31
83; 62; 5
83; 63; 16
83; 64; 3
83; 65; 2405
83; 67; 21
83; 68; 1
83; 69; 1
83; 70; 4
83; 71; 3
83; 72; 24
83; 73; 85
83; 75; 5
83; 76; 72
83; 78; 45
83; 79; 290
83; 80; 6
83; 81; 102
83; 84; 7
83; 85; 79
83; 86; 16
83; 87; 1
83; 89; 13
83; 91; 1
83; 92; 4
83; 93; 18
83; 94; 2
83; 96; 13
83; 97; 1
83; 98; 5
83; 99; 10
83; 101; 2
83; 102; 2
83; 103; 18
83; 104; 63
83; 105; 1
83; 106; 27
83; 109; 42
83; 110; 18
83; 111; 1
83; 112; 1
83; 113; 1
83; 114; 3
83; 115; 13
83; 116; 1
83; 117; 13
83; 118; 73
83; 119; 1
83; 121; 4
83; 122; 2
83; 123; 80
83; 124; 33
83; 125; 1
83; 126; 4
83; 127; 7
83; 128; 9
83; 129; 56
83; 132; 12
83; 133; 182
83; 134; 5
83; 135; 2
83; 136; 32
83; 138; 31
83; 139; 290
83; 140; 1
84; 1; 60
84; 2; 3
84; 5; 1
84; 8; 5
84; 9; 1
84; 11; 13
84; 12; 366
84; 13; 1
84; 15; 538
84; 16; 1
84; 17; 1
84; 18; 57
84; 20; 2
84; 21; 21
84; 22; 1
84; 23; 2
84; 24; 46
84; 29; 4
84; 30; 10
84; 32; 36
84; 33; 13
84; 34; 2
84; 35; 2
84; 37; 1
84; 39; 1
84; 40; 2
84; 41; 8
84; 42; 8
84; 43; 6
84; 44; 4
84; 50; 14
84; 51; 1
84; 52; 1
84; 54; 61
84; 56; 14
84; 58; 3
84; 59; 2
84; 61; 11
84; 62; 1
84; 63; 267
84; 64; 23
84; 65; 19
84; 67; 19
84; 71; 60
84; 72; 12
84; 73; 83
84; 75; 13
84; 76; 6
84; 78; 2
84; 79; 2
84; 80; 14
84; 81; 33
84; 83; 7
84; 85; 489
84; 86; 1
84; 87; 2
84; 89; 2
84; 91; 15
84; 92; 3
84; 93; 2
84; 96; 3
84; 98; 3
84; 99; 9
84; 101; 1
84; 102; 1
84; 103; 4
84; 104; 10
84; 105; 10
84; 106; 125
84; 109; 3
84; 110; 11
84; 112; 1
84; 113; 3
84; 114; 6
84; 115; 28
84; 116; 1
84; 117; 1
84; 118; 17
84; 119; 1
84; 121; 2
84; 122; 1
84; 123; 3
84; 124; 10
84; 125; 1
84; 126; 2
84; 127; 4
84; 128; 4
84; 129; 28
84; 131; 2
84; 132; 6
84; 133; 17
84; 134; 3
84; 135; 43
84; 136; 20
84; 137; 1
84; 138; 19
84; 139; 192
84; 140; 2
85; 1; 6556
85; 2; 30
85; 3; 5
85; 4; 3
85; 5; 10
85; 6; 2
85; 7; 5
85; 8; 88
85; 9; 20
85; 10; 4
85; 11; 683
85; 12; 4506
85; 13; 15
85; 14; 5
85; 15; 4138
85; 16; 17
85; 17; 13
85; 18; 556
85; 19; 1
85; 20; 115
85; 21; 679
85; 22; 15
85; 23; 30
85; 24; 247
85; 25; 2
85; 26; 1
85; 28; 1
85; 29; 54
85; 30; 162
85; 31; 4
85; 32; 231
85; 33; 328
85; 34; 24
85; 35; 25
85; 36; 2
85; 37; 9
85; 38; 9
85; 39; 15
85; 40; 44
85; 41; 215
85; 42; 321
85; 43; 619
85; 44; 41
85; 45; 3
85; 46; 7
85; 47; 6
85; 48; 1
85; 50; 66
85; 51; 21
85; 52; 17
85; 53; 4
85; 54; 172
85; 56; 163
85; 58; 20
85; 59; 44
85; 60; 7
85; 61; 100
85; 62; 52
85; 63; 1055
85; 64; 133
85; 65; 203
85; 66; 1
85; 67; 1300
85; 68; 2
85; 69; 3
85; 70; 15
85; 71; 1041
85; 72; 165
85; 73; 1542
85; 74; 1
85; 75; 86
85; 76; 69
85; 77; 1
85; 78; 32
85; 79; 20
85; 80; 75
85; 81; 288
85; 83; 79
85; 84; 489
85; 86; 11
85; 87; 73
85; 88; 3
85; 89; 93
85; 90; 1
85; 91; 342
85; 92; 48
85; 93; 18
85; 94; 17
85; 95; 2
85; 96; 164
85; 97; 13
85; 98; 56
85; 99; 200
85; 100; 3
85; 101; 16
85; 102; 12
85; 103; 52
85; 104; 120
85; 105; 864
85; 106; 500
85; 109; 32
85; 110; 195
85; 111; 10
85; 112; 15
85; 113; 40
85; 114; 193
85; 115; 640
85; 116; 8
85; 117; 161
85; 118; 487
85; 119; 14
85; 120; 3
85; 121; 30
85; 122; 16
85; 123; 47
85; 124; 129
85; 125; 9
85; 126; 37
85; 127; 73
85; 128; 76
85; 129; 538
85; 130; 4
85; 131; 11
85; 132; 111
85; 133; 170
85; 134; 60
85; 135; 3231
85; 136; 372
85; 137; 478
85; 138; 410
85; 139; 4118
85; 140; 42
86; 1; 2
86; 2; 42
86; 8; 1
86; 11; 1
86; 12; 17
86; 13; 1
86; 15; 181
86; 18; 18
86; 20; 4
86; 21; 1
86; 23; 1
86; 24; 5
86; 28; 1
86; 29; 3
86; 30; 4
86; 32; 2
86; 41; 32
86; 42; 1
86; 44; 33
86; 45; 1
86; 50; 1
86; 51; 1
86; 54; 1
86; 56; 8
86; 58; 3
86; 59; 1
86; 61; 11
86; 62; 1
86; 63; 2
86; 64; 1
86; 65; 770
86; 67; 1
86; 68; 1
86; 69; 1
86; 70; 1
86; 71; 1
86; 72; 1
86; 73; 12
86; 75; 3
86; 76; 33
86; 78; 169
86; 79; 57
86; 80; 1
86; 81; 43
86; 83; 16
86; 84; 1
86; 85; 11
86; 91; 1
86; 92; 1
86; 93; 17
86; 98; 1
86; 99; 1
86; 103; 4
86; 104; 41
86; 106; 3
86; 109; 8
86; 110; 3
86; 113; 1
86; 115; 2
86; 118; 17
86; 123; 538
86; 124; 14
