# activity_index; type; from_event; to_event; lower_bound; upper_bound
13620; "change"; 1650; 1441; 7; 126
13621; "change"; 1650; 1461; 7; 126
13622; "change"; 1650; 1563; 7; 126
13623; "change"; 1650; 1585; 7; 126
13624; "change"; 1650; 1607; 7; 126
13625; "change"; 1650; 1689; 7; 126
13626; "change"; 1650; 1715; 7; 126
13627; "change"; 1650; 1915; 7; 126
13628; "change"; 1650; 1933; 7; 126
13629; "change"; 1650; 1947; 7; 126
13630; "change"; 1650; 1949; 7; 126
13631; "change"; 1650; 1951; 7; 126
13632; "change"; 1650; 1963; 7; 126
13633; "change"; 1650; 1975; 7; 126
13634; "change"; 1650; 1985; 7; 126
13635; "change"; 1650; 1995; 7; 126
13636; "change"; 1650; 1997; 7; 126
13637; "change"; 1650; 1999; 7; 126
13638; "change"; 1650; 2009; 7; 126
13639; "change"; 1650; 2019; 7; 126
13640; "change"; 1650; 2027; 7; 126
13641; "change"; 1650; 2061; 7; 126
13642; "change"; 1650; 2095; 7; 126
13643; "change"; 1650; 2101; 7; 126
13644; "change"; 1650; 2107; 7; 126
13645; "change"; 1650; 2113; 7; 126
13646; "change"; 1650; 2119; 7; 126
13647; "change"; 1650; 2129; 7; 126
13648; "change"; 1650; 2139; 7; 126
13649; "change"; 1650; 2143; 7; 126
13650; "change"; 1650; 2159; 7; 126
13651; "change"; 1650; 2175; 7; 126
13652; "change"; 1650; 2183; 7; 126
13653; "change"; 1650; 2187; 7; 126
13654; "change"; 1650; 2191; 7; 126
13655; "change"; 1650; 2193; 7; 126
13656; "change"; 1650; 2195; 7; 126
13657; "change"; 1650; 2197; 7; 126
13658; "change"; 1652; 269; 4; 123
13659; "change"; 1652; 279; 4; 123
13660; "change"; 1652; 423; 4; 123
13661; "change"; 1652; 433; 4; 123
13662; "change"; 1652; 1105; 4; 123
13663; "change"; 1652; 1131; 4; 123
13664; "change"; 1652; 1979; 4; 123
13665; "change"; 1652; 1989; 4; 123
13666; "change"; 1652; 2005; 4; 123
13667; "change"; 1652; 2015; 4; 123
13668; "change"; 1654; 29; 5; 124
13669; "change"; 1654; 73; 5; 124
13670; "change"; 1654; 87; 5; 124
13671; "change"; 1654; 101; 5; 124
13672; "change"; 1654; 113; 5; 124
13673; "change"; 1654; 125; 5; 124
13674; "change"; 1654; 143; 5; 124
13675; "change"; 1654; 157; 5; 124
13676; "change"; 1654; 165; 5; 124
13677; "change"; 1654; 315; 5; 124
13678; "change"; 1654; 347; 5; 124
13679; "change"; 1654; 421; 5; 124
13680; "change"; 1654; 431; 5; 124
13681; "change"; 1654; 493; 5; 124
13682; "change"; 1654; 693; 5; 124
13683; "change"; 1654; 725; 5; 124
13684; "change"; 1654; 1103; 5; 124
13685; "change"; 1654; 1129; 5; 124
13686; "change"; 1654; 1203; 5; 124
13687; "change"; 1654; 1309; 5; 124
13688; "change"; 1654; 1325; 5; 124
13689; "change"; 1654; 1341; 5; 124
13690; "change"; 1654; 1355; 5; 124
13691; "change"; 1654; 1531; 5; 124
13692; "change"; 1654; 1541; 5; 124
13693; "change"; 1654; 1871; 5; 124
13694; "change"; 1654; 2007; 5; 124
13695; "change"; 1654; 2017; 5; 124
13696; "change"; 1654; 2145; 5; 124
13697; "change"; 1654; 2161; 5; 124
13698; "change"; 1656; 1101; 4; 123
13699; "change"; 1656; 1127; 4; 123
13700; "change"; 1656; 1305; 4; 123
13701; "change"; 1656; 1321; 4; 123
13702; "change"; 1656; 2149; 4; 123
13703; "change"; 1656; 2165; 4; 123
13704; "change"; 1658; 439; 4; 123
13705; "change"; 1658; 449; 4; 123
13706; "change"; 1658; 459; 4; 123
13707; "change"; 1658; 463; 4; 123
13708; "change"; 1658; 467; 4; 123
13709; "change"; 1658; 471; 4; 123
13710; "change"; 1658; 1099; 4; 123
13711; "change"; 1658; 1125; 4; 123
13712; "change"; 1658; 1301; 4; 123
13713; "change"; 1658; 1317; 4; 123
13714; "change"; 1658; 2153; 4; 123
13715; "change"; 1658; 2169; 4; 123
13716; "change"; 1660; 377; 4; 123
13717; "change"; 1660; 391; 4; 123
13718; "change"; 1660; 1097; 4; 123
13719; "change"; 1660; 1123; 4; 123
13720; "change"; 1660; 1275; 4; 123
13721; "change"; 1660; 1289; 4; 123
13722; "change"; 1660; 1299; 4; 123
13723; "change"; 1660; 1315; 4; 123
13724; "change"; 1660; 2155; 4; 123
13725; "change"; 1660; 2171; 4; 123
13726; "change"; 1662; 1095; 3; 122
13727; "change"; 1662; 1121; 3; 122
13728; "change"; 1662; 1297; 3; 122
13729; "change"; 1662; 1313; 3; 122
13730; "change"; 1662; 2157; 3; 122
13731; "change"; 1662; 2173; 3; 122
13732; "change"; 1664; 561; 3; 122
13733; "change"; 1664; 587; 3; 122
13734; "change"; 1664; 999; 3; 122
13735; "change"; 1664; 1025; 3; 122
13736; "change"; 1664; 1051; 3; 122
13737; "change"; 1664; 1073; 3; 122
13738; "change"; 1664; 1093; 3; 122
13739; "change"; 1664; 1119; 3; 122
13740; "change"; 1664; 1403; 3; 122
13741; "change"; 1664; 1425; 3; 122
13742; "change"; 1666; 517; 4; 123
13743; "change"; 1666; 539; 4; 123
13744; "change"; 1666; 565; 4; 123
13745; "change"; 1666; 591; 4; 123
13746; "change"; 1666; 951; 4; 123
13747; "change"; 1666; 973; 4; 123
13748; "change"; 1666; 995; 4; 123
13749; "change"; 1666; 1021; 4; 123
13750; "change"; 1666; 1047; 4; 123
13751; "change"; 1666; 1069; 4; 123
13752; "change"; 1666; 1091; 4; 123
13753; "change"; 1666; 1117; 4; 123
13754; "change"; 1666; 1143; 4; 123
13755; "change"; 1666; 1169; 4; 123
13756; "change"; 1666; 1407; 4; 123
13757; "change"; 1666; 1429; 4; 123
13758; "change"; 1666; 1697; 4; 123
13759; "change"; 1666; 1723; 4; 123
13760; "change"; 1668; 949; 2; 121
13761; "change"; 1668; 971; 2; 121
13762; "change"; 1668; 993; 2; 121
13763; "change"; 1668; 1019; 2; 121
13764; "change"; 1668; 1045; 2; 121
13765; "change"; 1668; 1067; 2; 121
13766; "change"; 1668; 1089; 2; 121
13767; "change"; 1668; 1115; 2; 121
13768; "change"; 1668; 1141; 2; 121
13769; "change"; 1668; 1167; 2; 121
13770; "change"; 1670; 41; 7; 126
13771; "change"; 1670; 49; 7; 126
13772; "change"; 1670; 57; 7; 126
13773; "change"; 1670; 65; 7; 126
13774; "change"; 1670; 217; 7; 126
13775; "change"; 1670; 235; 7; 126
13776; "change"; 1670; 319; 7; 126
13777; "change"; 1670; 351; 7; 126
13778; "change"; 1670; 603; 7; 126
13779; "change"; 1670; 625; 7; 126
13780; "change"; 1670; 643; 7; 126
13781; "change"; 1670; 651; 7; 126
13782; "change"; 1670; 659; 7; 126
13783; "change"; 1670; 667; 7; 126
13784; "change"; 1670; 689; 7; 126
13785; "change"; 1670; 721; 7; 126
13786; "change"; 1670; 1107; 7; 126
13787; "change"; 1670; 1133; 7; 126
13788; "change"; 1670; 1151; 7; 126
13789; "change"; 1670; 1177; 7; 126
13790; "change"; 1670; 1215; 7; 126
13791; "change"; 1670; 1237; 7; 126
13792; "change"; 1670; 1257; 7; 126
13793; "change"; 1670; 1441; 7; 126
13794; "change"; 1670; 1461; 7; 126
13795; "change"; 1670; 1563; 7; 126
13796; "change"; 1670; 1585; 7; 126
13797; "change"; 1670; 1607; 7; 126
13798; "change"; 1670; 1625; 7; 126
13799; "change"; 1670; 1651; 7; 126
13800; "change"; 1670; 1689; 7; 126
13801; "change"; 1670; 1715; 7; 126
13802; "change"; 1670; 1915; 7; 126
13803; "change"; 1670; 1933; 7; 126
13804; "change"; 1670; 1947; 7; 126
13805; "change"; 1670; 1949; 7; 126
13806; "change"; 1670; 1951; 7; 126
13807; "change"; 1670; 1963; 7; 126
13808; "change"; 1670; 1975; 7; 126
13809; "change"; 1670; 1985; 7; 126
13810; "change"; 1670; 1995; 7; 126
13811; "change"; 1670; 1997; 7; 126
13812; "change"; 1670; 1999; 7; 126
13813; "change"; 1670; 2009; 7; 126
13814; "change"; 1670; 2019; 7; 126
13815; "change"; 1670; 2027; 7; 126
13816; "change"; 1670; 2061; 7; 126
13817; "change"; 1670; 2095; 7; 126
13818; "change"; 1670; 2101; 7; 126
13819; "change"; 1670; 2107; 7; 126
13820; "change"; 1670; 2113; 7; 126
13821; "change"; 1670; 2119; 7; 126
13822; "change"; 1670; 2129; 7; 126
13823; "change"; 1670; 2139; 7; 126
13824; "change"; 1670; 2143; 7; 126
13825; "change"; 1670; 2159; 7; 126
13826; "change"; 1670; 2175; 7; 126
13827; "change"; 1670; 2183; 7; 126
13828; "change"; 1670; 2187; 7; 126
13829; "change"; 1670; 2191; 7; 126
13830; "change"; 1670; 2193; 7; 126
13831; "change"; 1670; 2195; 7; 126
13832; "change"; 1670; 2197; 7; 126
13833; "change"; 1672; 41; 7; 126
13834; "change"; 1672; 49; 7; 126
13835; "change"; 1672; 57; 7; 126
13836; "change"; 1672; 65; 7; 126
13837; "change"; 1672; 217; 7; 126
13838; "change"; 1672; 235; 7; 126
13839; "change"; 1672; 319; 7; 126
13840; "change"; 1672; 351; 7; 126
13841; "change"; 1672; 603; 7; 126
13842; "change"; 1672; 625; 7; 126
13843; "change"; 1672; 643; 7; 126
13844; "change"; 1672; 651; 7; 126
13845; "change"; 1672; 659; 7; 126
13846; "change"; 1672; 667; 7; 126
13847; "change"; 1672; 689; 7; 126
13848; "change"; 1672; 721; 7; 126
13849; "change"; 1672; 1107; 7; 126
13850; "change"; 1672; 1133; 7; 126
13851; "change"; 1672; 1151; 7; 126
13852; "change"; 1672; 1177; 7; 126
13853; "change"; 1672; 1215; 7; 126
13854; "change"; 1672; 1237; 7; 126
13855; "change"; 1672; 1257; 7; 126
13856; "change"; 1672; 1441; 7; 126
13857; "change"; 1672; 1461; 7; 126
13858; "change"; 1672; 1563; 7; 126
13859; "change"; 1672; 1585; 7; 126
13860; "change"; 1672; 1607; 7; 126
13861; "change"; 1672; 1625; 7; 126
13862; "change"; 1672; 1651; 7; 126
13863; "change"; 1672; 1689; 7; 126
13864; "change"; 1672; 1715; 7; 126
13865; "change"; 1672; 1915; 7; 126
13866; "change"; 1672; 1933; 7; 126
13867; "change"; 1672; 1947; 7; 126
13868; "change"; 1672; 1949; 7; 126
13869; "change"; 1672; 1951; 7; 126
13870; "change"; 1672; 1963; 7; 126
13871; "change"; 1672; 1975; 7; 126
13872; "change"; 1672; 1985; 7; 126
13873; "change"; 1672; 1995; 7; 126
13874; "change"; 1672; 1997; 7; 126
13875; "change"; 1672; 1999; 7; 126
13876; "change"; 1672; 2009; 7; 126
13877; "change"; 1672; 2019; 7; 126
13878; "change"; 1672; 2027; 7; 126
13879; "change"; 1672; 2061; 7; 126
13880; "change"; 1672; 2095; 7; 126
13881; "change"; 1672; 2101; 7; 126
13882; "change"; 1672; 2107; 7; 126
13883; "change"; 1672; 2113; 7; 126
13884; "change"; 1672; 2119; 7; 126
13885; "change"; 1672; 2129; 7; 126
13886; "change"; 1672; 2139; 7; 126
13887; "change"; 1672; 2143; 7; 126
13888; "change"; 1672; 2159; 7; 126
13889; "change"; 1672; 2175; 7; 126
13890; "change"; 1672; 2183; 7; 126
13891; "change"; 1672; 2187; 7; 126
13892; "change"; 1672; 2191; 7; 126
13893; "change"; 1672; 2193; 7; 126
13894; "change"; 1672; 2195; 7; 126
13895; "change"; 1672; 2197; 7; 126
13896; "change"; 1674; 829; 3; 122
13897; "change"; 1674; 863; 3; 122
13898; "change"; 1674; 1165; 3; 122
13899; "change"; 1674; 1191; 3; 122
13900; "change"; 1674; 2041; 3; 122
13901; "change"; 1674; 2075; 3; 122
13902; "change"; 1676; 831; 2; 121
13903; "change"; 1676; 865; 2; 121
13904; "change"; 1676; 1163; 2; 121
13905; "change"; 1676; 1189; 2; 121
13906; "change"; 1676; 2039; 2; 121
13907; "change"; 1676; 2073; 2; 121
13908; "change"; 1678; 833; 2; 121
13909; "change"; 1678; 867; 2; 121
13910; "change"; 1678; 1161; 2; 121
13911; "change"; 1678; 1187; 2; 121
13912; "change"; 1678; 2037; 2; 121
13913; "change"; 1678; 2071; 2; 121
13914; "change"; 1680; 835; 3; 122
13915; "change"; 1680; 869; 3; 122
13916; "change"; 1680; 1159; 3; 122
13917; "change"; 1680; 1185; 3; 122
13918; "change"; 1680; 2035; 3; 122
13919; "change"; 1680; 2069; 3; 122
13920; "change"; 1682; 479; 3; 122
13921; "change"; 1682; 607; 3; 122
13922; "change"; 1682; 629; 3; 122
13923; "change"; 1682; 837; 3; 122
13924; "change"; 1682; 871; 3; 122
13925; "change"; 1682; 1111; 3; 122
13926; "change"; 1682; 1137; 3; 122
13927; "change"; 1682; 1157; 3; 122
13928; "change"; 1682; 1183; 3; 122
13929; "change"; 1682; 1219; 3; 122
13930; "change"; 1682; 1233; 3; 122
13931; "change"; 1682; 1253; 3; 122
13932; "change"; 1682; 1445; 3; 122
13933; "change"; 1682; 1465; 3; 122
13934; "change"; 1682; 1559; 3; 122
13935; "change"; 1682; 1581; 3; 122
13936; "change"; 1682; 1603; 3; 122
13937; "change"; 1682; 1621; 3; 122
13938; "change"; 1682; 1647; 3; 122
13939; "change"; 1682; 2023; 3; 122
13940; "change"; 1682; 2033; 3; 122
13941; "change"; 1682; 2067; 3; 122
13942; "change"; 1684; 481; 5; 124
13943; "change"; 1684; 605; 5; 124
13944; "change"; 1684; 627; 5; 124
13945; "change"; 1684; 839; 5; 124
13946; "change"; 1684; 873; 5; 124
13947; "change"; 1684; 1109; 5; 124
13948; "change"; 1684; 1135; 5; 124
13949; "change"; 1684; 1155; 5; 124
13950; "change"; 1684; 1181; 5; 124
13951; "change"; 1684; 1217; 5; 124
13952; "change"; 1684; 1235; 5; 124
13953; "change"; 1684; 1255; 5; 124
13954; "change"; 1684; 1443; 5; 124
13955; "change"; 1684; 1463; 5; 124
13956; "change"; 1684; 1561; 5; 124
13957; "change"; 1684; 1583; 5; 124
13958; "change"; 1684; 1605; 5; 124
13959; "change"; 1684; 1623; 5; 124
13960; "change"; 1684; 1649; 5; 124
13961; "change"; 1684; 1911; 5; 124
13962; "change"; 1684; 1929; 5; 124
13963; "change"; 1684; 2021; 5; 124
13964; "change"; 1684; 2031; 5; 124
13965; "change"; 1684; 2065; 5; 124
13966; "change"; 1686; 219; 3; 122
13967; "change"; 1686; 237; 3; 122
13968; "change"; 1686; 841; 3; 122
13969; "change"; 1686; 875; 3; 122
13970; "change"; 1686; 1153; 3; 122
13971; "change"; 1686; 1179; 3; 122
13972; "change"; 1686; 1913; 3; 122
13973; "change"; 1686; 1931; 3; 122
13974; "change"; 1686; 2029; 3; 122
13975; "change"; 1686; 2063; 3; 122
13976; "change"; 1688; 41; 7; 126
13977; "change"; 1688; 49; 7; 126
13978; "change"; 1688; 57; 7; 126
13979; "change"; 1688; 65; 7; 126
13980; "change"; 1688; 217; 7; 126
13981; "change"; 1688; 235; 7; 126
13982; "change"; 1688; 319; 7; 126
13983; "change"; 1688; 351; 7; 126
13984; "change"; 1688; 603; 7; 126
13985; "change"; 1688; 625; 7; 126
13986; "change"; 1688; 643; 7; 126
13987; "change"; 1688; 651; 7; 126
13988; "change"; 1688; 659; 7; 126
13989; "change"; 1688; 667; 7; 126
13990; "change"; 1688; 689; 7; 126
13991; "change"; 1688; 721; 7; 126
13992; "change"; 1688; 1107; 7; 126
13993; "change"; 1688; 1133; 7; 126
13994; "change"; 1688; 1151; 7; 126
13995; "change"; 1688; 1177; 7; 126
13996; "change"; 1688; 1215; 7; 126
13997; "change"; 1688; 1237; 7; 126
13998; "change"; 1688; 1257; 7; 126
13999; "change"; 1688; 1441; 7; 126
14000; "change"; 1688; 1461; 7; 126
14001; "change"; 1688; 1563; 7; 126
14002; "change"; 1688; 1585; 7; 126
14003; "change"; 1688; 1607; 7; 126
14004; "change"; 1688; 1625; 7; 126
14005; "change"; 1688; 1651; 7; 126
14006; "change"; 1688; 1915; 7; 126
14007; "change"; 1688; 1933; 7; 126
14008; "change"; 1688; 1947; 7; 126
14009; "change"; 1688; 1949; 7; 126
14010; "change"; 1688; 1951; 7; 126
14011; "change"; 1688; 1963; 7; 126
14012; "change"; 1688; 1975; 7; 126
14013; "change"; 1688; 1985; 7; 126
14014; "change"; 1688; 1995; 7; 126
14015; "change"; 1688; 1997; 7; 126
14016; "change"; 1688; 1999; 7; 126
14017; "change"; 1688; 2009; 7; 126
14018; "change"; 1688; 2019; 7; 126
14019; "change"; 1688; 2027; 7; 126
14020; "change"; 1688; 2061; 7; 126
14021; "change"; 1688; 2095; 7; 126
14022; "change"; 1688; 2101; 7; 126
14023; "change"; 1688; 2107; 7; 126
14024; "change"; 1688; 2113; 7; 126
14025; "change"; 1688; 2119; 7; 126
14026; "change"; 1688; 2129; 7; 126
14027; "change"; 1688; 2139; 7; 126
14028; "change"; 1688; 2143; 7; 126
14029; "change"; 1688; 2159; 7; 126
14030; "change"; 1688; 2175; 7; 126
14031; "change"; 1688; 2183; 7; 126
14032; "change"; 1688; 2187; 7; 126
14033; "change"; 1688; 2191; 7; 126
14034; "change"; 1688; 2193; 7; 126
14035; "change"; 1688; 2195; 7; 126
14036; "change"; 1688; 2197; 7; 126
14037; "change"; 1690; 31; 6; 125
14038; "change"; 1690; 75; 6; 125
14039; "change"; 1690; 89; 6; 125
14040; "change"; 1690; 103; 6; 125
14041; "change"; 1690; 115; 6; 125
14042; "change"; 1690; 291; 6; 125
14043; "change"; 1690; 295; 6; 125
14044; "change"; 1690; 299; 6; 125
14045; "change"; 1690; 303; 6; 125
14046; "change"; 1690; 307; 6; 125
14047; "change"; 1690; 339; 6; 125
14048; "change"; 1690; 371; 6; 125
14049; "change"; 1690; 385; 6; 125
14050; "change"; 1690; 399; 6; 125
14051; "change"; 1690; 409; 6; 125
14052; "change"; 1690; 419; 6; 125
14053; "change"; 1690; 429; 6; 125
14054; "change"; 1690; 491; 6; 125
14055; "change"; 1690; 601; 6; 125
14056; "change"; 1690; 623; 6; 125
14057; "change"; 1690; 1061; 6; 125
14058; "change"; 1690; 1083; 6; 125
14059; "change"; 1690; 1149; 6; 125
14060; "change"; 1690; 1175; 6; 125
14061; "change"; 1690; 1201; 6; 125
14062; "change"; 1690; 1213; 6; 125
14063; "change"; 1690; 1393; 6; 125
14064; "change"; 1690; 1415; 6; 125
14065; "change"; 1690; 1565; 6; 125
14066; "change"; 1690; 1587; 6; 125
14067; "change"; 1690; 1609; 6; 125
14068; "change"; 1692; 1059; 4; 123
14069; "change"; 1692; 1081; 4; 123
14070; "change"; 1692; 1147; 4; 123
14071; "change"; 1692; 1173; 4; 123
14072; "change"; 1692; 1395; 4; 123
14073; "change"; 1692; 1417; 4; 123
14074; "change"; 1694; 515; 5; 124
14075; "change"; 1694; 537; 5; 124
14076; "change"; 1694; 559; 5; 124
14077; "change"; 1694; 585; 5; 124
14078; "change"; 1694; 953; 5; 124
14079; "change"; 1694; 975; 5; 124
14080; "change"; 1694; 1001; 5; 124
14081; "change"; 1694; 1027; 5; 124
14082; "change"; 1694; 1053; 5; 124
14083; "change"; 1694; 1075; 5; 124
14084; "change"; 1694; 1145; 5; 124
14085; "change"; 1694; 1171; 5; 124
14086; "change"; 1694; 1295; 5; 124
14087; "change"; 1694; 1311; 5; 124
14088; "change"; 1694; 1401; 5; 124
14089; "change"; 1694; 1423; 5; 124
14090; "change"; 1696; 517; 4; 123
14091; "change"; 1696; 539; 4; 123
14092; "change"; 1696; 565; 4; 123
14093; "change"; 1696; 591; 4; 123
14094; "change"; 1696; 951; 4; 123
14095; "change"; 1696; 973; 4; 123
14096; "change"; 1696; 995; 4; 123
14097; "change"; 1696; 1021; 4; 123
14098; "change"; 1696; 1047; 4; 123
14099; "change"; 1696; 1069; 4; 123
14100; "change"; 1696; 1091; 4; 123
14101; "change"; 1696; 1117; 4; 123
14102; "change"; 1696; 1143; 4; 123
14103; "change"; 1696; 1169; 4; 123
14104; "change"; 1696; 1407; 4; 123
14105; "change"; 1696; 1429; 4; 123
14106; "change"; 1696; 1641; 4; 123
14107; "change"; 1696; 1667; 4; 123
14108; "change"; 1698; 949; 2; 121
14109; "change"; 1698; 971; 2; 121
14110; "change"; 1698; 993; 2; 121
14111; "change"; 1698; 1019; 2; 121
14112; "change"; 1698; 1045; 2; 121
14113; "change"; 1698; 1067; 2; 121
14114; "change"; 1698; 1089; 2; 121
14115; "change"; 1698; 1115; 2; 121
14116; "change"; 1698; 1141; 2; 121
14117; "change"; 1698; 1167; 2; 121
14118; "change"; 1700; 829; 3; 122
14119; "change"; 1700; 863; 3; 122
14120; "change"; 1700; 1165; 3; 122
14121; "change"; 1700; 1191; 3; 122
14122; "change"; 1700; 2041; 3; 122
14123; "change"; 1700; 2075; 3; 122
14124; "change"; 1702; 831; 2; 121
14125; "change"; 1702; 865; 2; 121
14126; "change"; 1702; 1163; 2; 121
14127; "change"; 1702; 1189; 2; 121
14128; "change"; 1702; 2039; 2; 121
14129; "change"; 1702; 2073; 2; 121
14130; "change"; 1704; 833; 2; 121
14131; "change"; 1704; 867; 2; 121
14132; "change"; 1704; 1161; 2; 121
14133; "change"; 1704; 1187; 2; 121
14134; "change"; 1704; 2037; 2; 121
14135; "change"; 1704; 2071; 2; 121
14136; "change"; 1706; 835; 3; 122
14137; "change"; 1706; 869; 3; 122
14138; "change"; 1706; 1159; 3; 122
14139; "change"; 1706; 1185; 3; 122
14140; "change"; 1706; 2035; 3; 122
14141; "change"; 1706; 2069; 3; 122
14142; "change"; 1708; 479; 3; 122
14143; "change"; 1708; 607; 3; 122
14144; "change"; 1708; 629; 3; 122
14145; "change"; 1708; 837; 3; 122
14146; "change"; 1708; 871; 3; 122
14147; "change"; 1708; 1111; 3; 122
14148; "change"; 1708; 1137; 3; 122
14149; "change"; 1708; 1157; 3; 122
14150; "change"; 1708; 1183; 3; 122
14151; "change"; 1708; 1219; 3; 122
14152; "change"; 1708; 1233; 3; 122
14153; "change"; 1708; 1253; 3; 122
14154; "change"; 1708; 1445; 3; 122
14155; "change"; 1708; 1465; 3; 122
14156; "change"; 1708; 1559; 3; 122
14157; "change"; 1708; 1581; 3; 122
14158; "change"; 1708; 1603; 3; 122
14159; "change"; 1708; 1621; 3; 122
14160; "change"; 1708; 1647; 3; 122
14161; "change"; 1708; 2023; 3; 122
14162; "change"; 1708; 2033; 3; 122
14163; "change"; 1708; 2067; 3; 122
14164; "change"; 1710; 481; 5; 124
14165; "change"; 1710; 605; 5; 124
14166; "change"; 1710; 627; 5; 124
14167; "change"; 1710; 839; 5; 124
14168; "change"; 1710; 873; 5; 124
14169; "change"; 1710; 1109; 5; 124
14170; "change"; 1710; 1135; 5; 124
14171; "change"; 1710; 1155; 5; 124
14172; "change"; 1710; 1181; 5; 124
14173; "change"; 1710; 1217; 5; 124
14174; "change"; 1710; 1235; 5; 124
14175; "change"; 1710; 1255; 5; 124
14176; "change"; 1710; 1443; 5; 124
14177; "change"; 1710; 1463; 5; 124
14178; "change"; 1710; 1561; 5; 124
14179; "change"; 1710; 1583; 5; 124
14180; "change"; 1710; 1605; 5; 124
14181; "change"; 1710; 1623; 5; 124
14182; "change"; 1710; 1649; 5; 124
14183; "change"; 1710; 1911; 5; 124
14184; "change"; 1710; 1929; 5; 124
14185; "change"; 1710; 2021; 5; 124
14186; "change"; 1710; 2031; 5; 124
14187; "change"; 1710; 2065; 5; 124
14188; "change"; 1712; 219; 3; 122
14189; "change"; 1712; 237; 3; 122
14190; "change"; 1712; 841; 3; 122
14191; "change"; 1712; 875; 3; 122
14192; "change"; 1712; 1153; 3; 122
14193; "change"; 1712; 1179; 3; 122
14194; "change"; 1712; 1913; 3; 122
14195; "change"; 1712; 1931; 3; 122
14196; "change"; 1712; 2029; 3; 122
14197; "change"; 1712; 2063; 3; 122
14198; "change"; 1714; 41; 7; 126
14199; "change"; 1714; 49; 7; 126
14200; "change"; 1714; 57; 7; 126
14201; "change"; 1714; 65; 7; 126
14202; "change"; 1714; 217; 7; 126
14203; "change"; 1714; 235; 7; 126
14204; "change"; 1714; 319; 7; 126
14205; "change"; 1714; 351; 7; 126
14206; "change"; 1714; 603; 7; 126
14207; "change"; 1714; 625; 7; 126
14208; "change"; 1714; 643; 7; 126
14209; "change"; 1714; 651; 7; 126
14210; "change"; 1714; 659; 7; 126
14211; "change"; 1714; 667; 7; 126
14212; "change"; 1714; 689; 7; 126
14213; "change"; 1714; 721; 7; 126
14214; "change"; 1714; 1107; 7; 126
14215; "change"; 1714; 1133; 7; 126
14216; "change"; 1714; 1151; 7; 126
14217; "change"; 1714; 1177; 7; 126
14218; "change"; 1714; 1215; 7; 126
14219; "change"; 1714; 1237; 7; 126
14220; "change"; 1714; 1257; 7; 126
14221; "change"; 1714; 1441; 7; 126
14222; "change"; 1714; 1461; 7; 126
14223; "change"; 1714; 1563; 7; 126
14224; "change"; 1714; 1585; 7; 126
14225; "change"; 1714; 1607; 7; 126
14226; "change"; 1714; 1625; 7; 126
14227; "change"; 1714; 1651; 7; 126
14228; "change"; 1714; 1915; 7; 126
14229; "change"; 1714; 1933; 7; 126
14230; "change"; 1714; 1947; 7; 126
14231; "change"; 1714; 1949; 7; 126
14232; "change"; 1714; 1951; 7; 126
14233; "change"; 1714; 1963; 7; 126
14234; "change"; 1714; 1975; 7; 126
14235; "change"; 1714; 1985; 7; 126
14236; "change"; 1714; 1995; 7; 126
14237; "change"; 1714; 1997; 7; 126
14238; "change"; 1714; 1999; 7; 126
14239; "change"; 1714; 2009; 7; 126
14240; "change"; 1714; 2019; 7; 126
14241; "change"; 1714; 2027; 7; 126
14242; "change"; 1714; 2061; 7; 126
14243; "change"; 1714; 2095; 7; 126
14244; "change"; 1714; 2101; 7; 126
14245; "change"; 1714; 2107; 7; 126
14246; "change"; 1714; 2113; 7; 126
14247; "change"; 1714; 2119; 7; 126
14248; "change"; 1714; 2129; 7; 126
14249; "change"; 1714; 2139; 7; 126
14250; "change"; 1714; 2143; 7; 126
14251; "change"; 1714; 2159; 7; 126
14252; "change"; 1714; 2175; 7; 126
14253; "change"; 1714; 2183; 7; 126
14254; "change"; 1714; 2187; 7; 126
14255; "change"; 1714; 2191; 7; 126
14256; "change"; 1714; 2193; 7; 126
14257; "change"; 1714; 2195; 7; 126
14258; "change"; 1714; 2197; 7; 126
14259; "change"; 1716; 31; 6; 125
14260; "change"; 1716; 75; 6; 125
14261; "change"; 1716; 89; 6; 125
14262; "change"; 1716; 103; 6; 125
14263; "change"; 1716; 115; 6; 125
14264; "change"; 1716; 291; 6; 125
14265; "change"; 1716; 295; 6; 125
14266; "change"; 1716; 299; 6; 125
14267; "change"; 1716; 303; 6; 125
14268; "change"; 1716; 307; 6; 125
14269; "change"; 1716; 339; 6; 125
14270; "change"; 1716; 371; 6; 125
14271; "change"; 1716; 385; 6; 125
14272; "change"; 1716; 399; 6; 125
14273; "change"; 1716; 409; 6; 125
14274; "change"; 1716; 419; 6; 125
14275; "change"; 1716; 429; 6; 125
14276; "change"; 1716; 491; 6; 125
14277; "change"; 1716; 601; 6; 125
14278; "change"; 1716; 623; 6; 125
14279; "change"; 1716; 1061; 6; 125
14280; "change"; 1716; 1083; 6; 125
14281; "change"; 1716; 1149; 6; 125
14282; "change"; 1716; 1175; 6; 125
14283; "change"; 1716; 1201; 6; 125
14284; "change"; 1716; 1213; 6; 125
14285; "change"; 1716; 1393; 6; 125
14286; "change"; 1716; 1415; 6; 125
14287; "change"; 1716; 1565; 6; 125
14288; "change"; 1716; 1587; 6; 125
14289; "change"; 1716; 1609; 6; 125
14290; "change"; 1718; 1059; 4; 123
14291; "change"; 1718; 1081; 4; 123
14292; "change"; 1718; 1147; 4; 123
14293; "change"; 1718; 1173; 4; 123
14294; "change"; 1718; 1395; 4; 123
